,ID,Label,Count
1680,image quality assessment,image quality assessment,467
1681,labeled samples,labeled samples,467
1682,hidden neurons,hidden neurons,466
1683,call admission control cac,call admission control cac,464
1684,empirical mode decomposition,empirical mode decomposition,463
1685,garbage collector,garbage collector,462
1686,interference alignment ia,interference alignment ia,462
1687,opportunistic spectrum access,opportunistic spectrum access,460
1688,positive examples,positive examples,459
1689,canonical correlation analysis cca,canonical correlation analysis cca,458
1690,interference constraints,interference constraints,458
1691,image sensors,image sensors,455
1692,multivariate time series,multivariate time series,455
1693,traffic light,traffic light,450
1694,local search algorithms,local search algorithms,450
1695,ann model,ann model,450
1696,reducing power consumption,reducing power consumption,448
1697,spectral subtraction,spectral subtraction,445
1698,content based image retrieval,content based image retrieval,444
1699,shortest path problem,shortest path problem,443
1700,frequency synthesizer,frequency synthesizer,441
1701,hand gesture recognition,hand gesture recognition,441
1702,imperfect channel state information csi,imperfect channel state information csi,441
1703,transcription factor binding sites,transcription factor binding sites,440
1704,time series analysis,time series analysis,440
1705,d2d communications,d2d communications,437
1706,force fields,force fields,436
1707,fixed infrastructure,fixed infrastructure,436
1708,path planner,path planner,435
1709,electric fields,electric fields,433
1710,based access control,based access control,433
1711,apriori algorithm,apriori algorithm,433
1712,scalar multiplication,scalar multiplication,432
1713,resource allocations,resource allocations,432
1714,full search,full search,431
1715,sensing performance,sensing performance,431
1716,line graph,line graph,429
1717,south african,south african,429
1718,competitive analysis,competitive analysis,427
1719,guest editors introduction,guest editors introduction,427
1720,power amplifier pa,power amplifier pa,427
1721,recommendation algorithms,recommendation algorithms,426
1722,negative examples,negative examples,425
1723,allocating resources,allocating resources,425
1724,sentiment classification,sentiment classification,424
1725,d2d communication,d2d communication,423
1726,steiner tree problem,steiner tree problem,422
1727,detect anomalies,detect anomalies,422
1728,rate control algorithm,rate control algorithm,421
1729,synchronous motor,synchronous motor,419
1730,randomly deployed,randomly deployed,419
1731,dominating sets,dominating sets,418
1732,line graphs,line graphs,417
1733,fused image,fused image,415
1734,robust speech recognition,robust speech recognition,414
1735,conditional random fields crfs,conditional random fields crfs,413
1736,true positive,true positive,412
1737,business intelligence bi,business intelligence bi,412
1738,primary receiver,primary receiver,412
1739,concept lattices,concept lattices,411
1740,routing overhead,routing overhead,411
1741,mobile sink,mobile sink,411
1742,expression patterns,expression patterns,410
1743,source domain,source domain,409
1744,computational thinking,computational thinking,408
1745,tone mapping,tone mapping,407
1746,true positive rate,true positive rate,404
1747,statistical machine translation smt,statistical machine translation smt,403
1748,embedded system design,embedded system design,402
1749,process algebras,process algebras,398
1750,organizational knowledge,organizational knowledge,398
1751,network processor,network processor,398
1752,parkinsons disease pd,parkinsons disease pd,397
1753,smart homes,smart homes,396
1754,facility location problem,facility location problem,391
1755,int j imaging syst technol,int j imaging syst technol,389
1756,power control algorithm,power control algorithm,388
1757,computer science cs,computer science cs,388
1758,unlabeled samples,unlabeled samples,388
1759,machine translation mt,machine translation mt,387
1760,unequal error protection uep,unequal error protection uep,387
1761,convex hulls,convex hulls,385
1762,association rule,association rule,385
1763,expression recognition,expression recognition,384
1764,fuzzy clustering algorithm,fuzzy clustering algorithm,383
1765,symbolic regression,symbolic regression,382
1766,pid controllers,pid controllers,380
1767,irrelevant features,irrelevant features,380
1768,corpus callosum,corpus callosum,377
1769,pose variations,pose variations,377
1770,live migration,live migration,377
1771,automatic image annotation,automatic image annotation,376
1772,efficient query processing,efficient query processing,373
1773,differentially private,differentially private,371
1774,tabu search ts,tabu search ts,368
1775,public libraries,public libraries,366
1776,answer set programming asp,answer set programming asp,365
1777,motion estimation algorithm,motion estimation algorithm,363
1778,spatial modulation,spatial modulation,363
1779,power allocation algorithm,power allocation algorithm,362
1780,web service discovery,web service discovery,359
1781,network processors,network processors,358
1782,high dynamic range hdr,high dynamic range hdr,357
1783,influence maximization,influence maximization,357
1784,user experience ux,user experience ux,356
1785,mining association rules,mining association rules,355
1786,robust face recognition,robust face recognition,355
1787,sensing coverage,sensing coverage,354
1788,face detector,face detector,353
1789,cayley graph,cayley graph,351
1790,composite web services,composite web services,350
1791,memetic algorithms,memetic algorithms,349
1792,hearing aid,hearing aid,348
1793,viral marketing,viral marketing,348
1794,node localization,node localization,348
1795,key frame,key frame,347
1796,recurrent neural networks rnns,recurrent neural networks rnns,345
1797,ad hoc routing protocols,ad hoc routing protocols,343
1798,downlink dl,downlink dl,342
1799,supply chain management scm,supply chain management scm,340
1800,feature ranking,feature ranking,339
1801,gaussian process gp,gaussian process gp,338
1802,network design problem,network design problem,337
1803,delay tolerant networks dtns,delay tolerant networks dtns,337
1804,physical machine,physical machine,335
1805,intrusion detection systems idss,intrusion detection systems idss,331
1806,harmful interference,harmful interference,331
1807,iterative learning control ilc,iterative learning control ilc,329
1808,fractional anisotropy fa,fractional anisotropy fa,328
1809,public library,public library,327
1810,unlicensed users,unlicensed users,327
1811,intrusion detection systems ids,intrusion detection systems ids,325
1812,covert channels,covert channels,324
1813,plane graph,plane graph,323
1814,question answering qa,question answering qa,323
1815,redundant features,redundant features,323
1816,direction of arrival doa estimation,direction of arrival doa estimation,322
1817,congestion control algorithm,congestion control algorithm,318
1818,wireless mesh network wmn,wireless mesh network wmn,318
1819,based image retrieval,based image retrieval,316
1820,word sense disambiguation wsd,word sense disambiguation wsd,316
1821,face representation,face representation,314
1822,motion planner,motion planner,313
1823,product line engineering,product line engineering,310
1824,covert channel,covert channel,309
1825,based face recognition,based face recognition,309
1826,based feature selection,based feature selection,308
1827,network coded,network coded,308
1828,intuitionistic fuzzy sets,intuitionistic fuzzy sets,307
1829,path planning algorithm,path planning algorithm,306
1830,ddos attack,ddos attack,301
1831,distributed power control,distributed power control,300
1832,software engineering se,software engineering se,300
1833,equal power allocation,equal power allocation,296
1834,big data analytics,big data analytics,296
1835,uplink ul,uplink ul,293
1836,ad hoc network,ad hoc network,292
1837,discontinuous galerkin dg,discontinuous galerkin dg,290
1838,plane graphs,plane graphs,287
1839,physical machines,physical machines,287
1840,referencesrnthese references,referencesrnthese references,285
1841,page by page links to pubmed,page by page links to pubmed,285
1842,named entity recognition ner,named entity recognition ner,285
1843,standard pso,standard pso,276
1844,demand response dr,demand response dr,272
1845,trained neural network,trained neural network,271
1846,intrinsic mode functions imfs,intrinsic mode functions imfs,271
1847,transactional memory tm,transactional memory tm,265
1848,fast motion estimation,fast motion estimation,258
1849,spatial modulation sm,spatial modulation sm,253
1850,multiple sclerosis ms,multiple sclerosis ms,243
1851,networked control systems ncss,networked control systems ncss,241
1852,face recognition algorithms,face recognition algorithms,240
1853,unsupervised feature selection,unsupervised feature selection,240
1854,composition of web services,composition of web services,239
1855,feret database,feret database,220
1856,low phase noise,low phase noise,213
1857,schrdinger equation,schrdinger equation,200
1858,multiple access with collision avoidance csmaca,multiple access with collision avoidance csmaca,199
1859,face recognition algorithm,face recognition algorithm,190
1860,cognitive radio network crn,cognitive radio network crn,186
1861,carrier sense,carrier sense,185
