,Phrase Quality,Phrase,Year
24996,0.8505956001,kinect sensor,2011
24997,0.8505493867,spectrum auction,2011
24998,0.8504988766,harvested energy,2011
24999,0.8504406066,mass conservation,2011
25000,0.8504049641,power divider,2011
25001,0.8503836698,page rank,2011
25002,0.8502342773,structured sparsity,2011
25003,0.8499151239,pipeline adc,2011
25004,0.8494903553,circulant matrices,2011
25005,0.8494764036,contextual cues,2011
25006,0.8494617883,inter cell interference ici,2011
25007,0.8493803111,quadratic forms,2011
25008,0.8493342232,health information exchange,2011
25009,0.8489322913,bovine,2011
25010,0.8488267348,capacity maximization,2011
25011,0.8485488414,fronto parietal,2011
25012,0.8483904606,stable matchings,2011
25013,0.8482084354,rating scales,2011
25014,0.8480783459,low dynamic range,2011
25015,0.8476496792,matrix variate,2011
25016,0.8475334746,l1 cache,2011
25017,0.8471465606,automatic gain control,2011
25018,0.8470535199,texas instruments,2011
25019,0.8470533506,integer linear programming formulation,2011
25020,0.8469293363,cardiac mri,2011
25021,0.846878893,harbor,2011
25022,0.8468714951,text line segmentation,2011
25023,0.8466791564,head orientation,2011
25024,0.8464993704,persian language,2011
25025,0.8458973382,discourse relations,2011
25026,0.8458015706,code clone,2011
25027,0.8455075577,knife,2011
25028,0.8453982751,causal inference,2011
25029,0.8453910971,gastrointestinal,2011
25030,0.8453689475,heat sink,2011
25031,0.8451265212,leaf area,2011
25032,0.8449467465,rocket,2011
25033,0.8447928709,core assets,2011
25034,0.8447922459,massively multiplayer online role playing,2011
25035,0.8446479655,upset,2011
25036,0.8445891084,gaussian random variables,2011
25037,0.8444944085,frequency subbands,2011
25038,0.8444568179,shortest distance,2011
25039,0.8443807466,cricket,2011
25040,0.8442280955,metamorphic testing,2011
25041,0.8441393265,world assumption,2011
25042,0.8440118787,mass balance,2011
25043,0.8439792799,square wave,2011
25044,0.8438314067,assembly line balancing problem,2011
25045,0.843674484,simultaneous perturbation,2011
25046,0.8436316528,physical phy layer,2011
25047,0.8435138233,super resolved,2011
25048,0.8435054966,physical unclonable,2011
25049,0.8434792922,upload capacity,2011
25050,0.8434561317,cluster head selection,2011
25051,0.843436136,multitask learning,2011
25052,0.8433817501,event condition action,2011
25053,0.8431204058,disjoint path,2011
25054,0.8430787528,cryo,2011
25055,0.843066727,geologic,2011
25056,0.8430603829,flu,2011
25057,0.8430593207,graphic processing unit,2011
25058,0.8428768959,binomial distribution,2011
25059,0.8427376749,swaps,2011
25060,0.8426187136,grasp planning,2011
25061,0.8425307573,geodetic,2011
25062,0.8424553821,anonymous authentication,2011
25063,0.8424401681,rehabilitation robot,2011
25064,0.8423353426,cookie,2011
25065,0.8423058549,optimal power flow,2011
25066,0.8421318494,prosocial,2011
25067,0.842082774,web apis,2011
25068,0.8420157601,gain scheduled,2011
25069,0.8420020622,touch gestures,2011
25070,0.8418486526,swift,2011
25071,0.8416062708,suicide,2011
25072,0.8415648448,dissection,2011
25073,0.8415384604,bacterial foraging algorithm,2011
25074,0.8414146636,fade,2011
25075,0.8413385746,broadside tests,2011
25076,0.8413167978,schedulability test,2011
25077,0.8412006564,physical layer security,2011
25078,0.8411918601,professional skills,2011
25079,0.841135015,sm,2011
25080,0.8411046192,silica,2011
25081,0.8410530736,pulp,2011
25082,0.8406937252,medium sized enterprises smes,2011
25083,0.8406067545,trailer,2011
25084,0.8404617704,computed torque,2011
25085,0.8404164305,firm size,2011
25086,0.840379227,hypercomplex,2011
25087,0.8403584532,feminist,2011
25088,0.8402505769,purchasing behavior,2011
25089,0.8402122477,fixed priority scheduling,2011
25090,0.8400925911,comma,2011
25091,0.8400025123,basic emotions,2011
25092,0.8399092893,tractor,2011
25093,0.8398461812,augmented lagrangian method,2011
25094,0.8397997351,veterans,2011
25095,0.8396403843,relativity,2011
25096,0.839629227,maternal,2011
25097,0.8395181734,protein ligand complexes,2011
25098,0.8394910662,mapreduce jobs,2011
25099,0.8394463592,logger,2011
25100,0.8394101168,mesh router,2011
25101,0.8394047586,angry,2011
25102,0.8392614772,dissonance,2011
25103,0.8391805719,potato,2011
25104,0.8391338735,hemorrhage,2011
25105,0.8390868409,cerebrovascular,2011
25106,0.8390542961,quasi cyclic ldpc codes,2011
25107,0.8388922208,wireless body area network,2011
25108,0.8387156261,cognitive load theory,2011
25109,0.8385955549,constraint solvers,2011
25110,0.838590645,model predictive controller,2011
25111,0.8382131656,subcortical structures,2011
25112,0.838196331,coupon,2011
25113,0.8381249168,lesion segmentation,2011
25114,0.8380596823,base pair,2011
25115,0.8380238996,sign languages,2011
25116,0.8379579697,bertrand,2011
25117,0.8379558334,medoids,2011
25118,0.8377921149,orphan,2011
25119,0.8377208388,stealth,2011
25120,0.8377079004,multiple access relay,2011
25121,0.8376945724,macro cell,2011
25122,0.8375767421,prophet,2011
25123,0.8375527994,nuts,2011
25124,0.837529227,keypad,2011
25125,0.8374648157,cross tier interference,2011
25126,0.8374547337,vehicular environments,2011
25127,0.8373932082,generalized linear models,2011
25128,0.8373838232,cpu gpu,2011
25129,0.8373744916,sen,2011
25130,0.83734277,secondary receiver,2011
25131,0.8372563776,mimo precoding,2011
25132,0.8371967991,istanbul,2011
25133,0.8370822523,detective,2011
25134,0.8370512705,doctrine,2011
25135,0.836939141,warning messages,2011
25136,0.8369256696,sound pressure,2011
25137,0.8369088229,business analysts,2011
25138,0.8368981454,urban road,2011
25139,0.8368616257,citation counts,2011
25140,0.8367334395,lod,2011
25141,0.8366297867,execution trace,2011
25142,0.8365887923,intention recognition,2011
25143,0.836527496,social network site,2011
25144,0.8364813735,multiple symbol differential,2011
25145,0.8364449483,partitioned scheduling,2011
25146,0.8363385092,chrome,2011
25147,0.8362619789,manufacturing industries,2011
25148,0.8361955552,kin,2011
25149,0.8361429039,overlapping communities,2011
25150,0.8359734067,minimum cost flow,2011
25151,0.8358027898,sewage,2011
25152,0.8355413269,opera,2011
25153,0.8354661457,spectrum availability,2011
25154,0.8354530629,aero,2011
25155,0.8354351757,mimo interference channels,2011
25156,0.8352626482,binary ldpc codes,2011
25157,0.835244552,ml decoding complexity,2011
25158,0.8351196985,forced choice,2011
25159,0.8350486116,washington dc,2011
25160,0.8350361186,frechet,2011
25161,0.8349986217,universes,2011
25162,0.8349690808,manchester,2011
25163,0.8349290807,sigmoid function,2011
25164,0.8348756363,toronto,2011
25165,0.8348376036,fuzzy inference system fis,2011
25166,0.8347740829,phage,2011
25167,0.8347612348,municipality,2011
25168,0.8346518505,cytochrome,2011
25169,0.8345952189,stm,2011
25170,0.8344554946,stirling,2011
25171,0.8344488773,bike,2011
25172,0.8344347925,scala,2011
25173,0.8342518544,sludge,2011
25174,0.8340605533,spacer,2011
25175,0.8339904706,lg,2011
25176,0.8339330208,cop,2011
25177,0.8339232687,mission planning,2011
25178,0.833889496,query plans,2011
25179,0.8337580286,rosetta,2011
25180,0.8337153759,bowel,2011
25181,0.8337034989,bullying,2011
25182,0.8336199826,decode forward,2011
25183,0.833594171,yao,2011
25184,0.8335689591,affine registration,2011
25185,0.8335106517,spl,2011
25186,0.8332050669,geomagnetic,2011
25187,0.833190505,redox,2011
25188,0.8331826967,aqueous solution,2011
25189,0.8331648056,b2,2011
25190,0.8331323387,insular,2011
25191,0.8331031015,expo,2011
25192,0.8330991535,tales,2011
25193,0.8330836626,tn,2011
25194,0.8329835126,autoregression,2011
25195,0.8329761009,hood,2011
25196,0.8328606123,ci,2011
25197,0.832741097,piston,2011
25198,0.8326996282,vu,2011
25199,0.832603508,rbfnn,2011
25200,0.832601985,frog,2011
25201,0.832600351,slime,2011
25202,0.8325269448,lr,2011
25203,0.8324762329,ribbon,2011
25204,0.8324636218,intermolecular,2011
25205,0.8324247318,social commerce,2011
25206,0.8324093267,natural scene images,2011
25207,0.8323884017,epoxy,2011
25208,0.8323147534,iot,2011
25209,0.8322418501,faith,2011
25210,0.8321995567,question generation,2011
25211,0.8321550458,low altitude,2011
25212,0.8321365498,marginal likelihood,2011
25213,0.8319987613,vector perturbation,2011
25214,0.8319963621,dmus,2011
25215,0.8318772833,apnea,2011
25216,0.8318766872,privacy settings,2011
25217,0.8318516605,glioblastoma,2011
25218,0.8316860856,energy consumptions,2011
25219,0.8316796277,occlusion handling,2011
25220,0.8316761448,choke,2011
25221,0.8316115799,cross regulation,2011
25222,0.8314601173,microelectromechanical,2011
25223,0.8314575248,h3,2011
25224,0.8314104353,persistent storage,2011
25225,0.83140903,possibilistic logic,2011
25226,0.8313301863,multi radio multi channel wireless,2011
25227,0.8312016618,direct memory access,2011
25228,0.8311869423,substance,2011
25229,0.8310951022,classifier ensembles,2011
25230,0.8309871943,rib,2011
25231,0.8309018983,occipito temporal,2011
25232,0.8307681763,dice,2011
25233,0.8306430231,phobia,2011
25234,0.8305794828,molecular dynamics md simulations,2011
25235,0.8305453342,glial,2011
25236,0.8305271701,mdps,2011
25237,0.8304997151,sensitized,2011
25238,0.8303914672,randomly sampled,2011
25239,0.8303709729,fertilizer,2011
25240,0.8303179167,pcm,2011
25241,0.830126485,solenoid,2011
25242,0.8301181767,ios,2011
25243,0.8300379667,tensor field,2011
25244,0.8299320973,vhdl code,2011
25245,0.8299189512,phase rotation,2011
25246,0.8297815853,elemental,2011
25247,0.8296943889,winning strategies,2011
25248,0.8296458337,dsl,2011
25249,0.8295401389,tcm,2011
25250,0.8294444921,mosfet,2011
25251,0.8293930858,link budget,2011
25252,0.8293716342,gun,2011
25253,0.8292445858,ldr,2011
25254,0.8292246186,binding free energy,2011
25255,0.8292103042,mediaeval,2011
25256,0.8291335923,municipalities,2011
25257,0.8291254959,rea,2011
25258,0.8290743239,pes,2011
25259,0.8290616075,rate splitting,2011
25260,0.8290016018,health care professionals,2011
25261,0.828987872,p450,2011
25262,0.8289458978,reconstructive,2011
25263,0.8288666471,inland,2011
25264,0.8287255965,generalized fuzzy numbers,2011
25265,0.8286715336,drug administration,2011
25266,0.8286521587,extremum,2011
25267,0.8286146601,profit maximizing,2011
25268,0.8285490228,m2m,2011
25269,0.8284616251,smells,2011
25270,0.8284248403,mirna target,2011
25271,0.8284085494,decodable codes,2011
25272,0.828356136,customer reviews,2011
25273,0.8282848313,dining,2011
25274,0.8282642943,kite,2011
25275,0.8282175962,ues,2011
25276,0.8282056033,pwm,2011
25277,0.8281970589,international journal,2011
25278,0.8281708439,staple,2011
25279,0.8281223667,cassandra,2011
25280,0.8280534701,adhoc,2011
25281,0.827988574,biogeography,2011
25282,0.8279873059,technol,2011
25283,0.827716422,tsv,2011
25284,0.8276765069,university libraries,2011
25285,0.8276753246,poly logarithmic,2011
25286,0.8276633826,clip,2011
25287,0.8275067199,cantonese,2011
25288,0.8274749126,mitigation strategies,2011
25289,0.8274740766,privacy leakage,2011
25290,0.8274593727,fer,2011
25291,0.8274589138,reichenbach,2011
25292,0.8274471495,feng,2011
25293,0.8273564598,identical machines,2011
25294,0.8273248994,june,2011
25295,0.8272879618,wales,2011
25296,0.8271283303,bifurcation diagrams,2011
25297,0.8271012047,grassmann,2011
25298,0.8270401389,ehr,2011
25299,0.8269405196,pass band,2011
25300,0.8268833211,comp,2011
25301,0.8267984763,bologna,2011
25302,0.8266743024,human centred,2011
25303,0.8266704943,inventory routing,2011
25304,0.8266345847,cu,2011
25305,0.8265593941,column oriented,2011
25306,0.8264868861,pelvis,2011
25307,0.8263736721,mangrove,2011
25308,0.8263594023,weapons,2011
25309,0.826204096,sperm,2011
25310,0.8261963434,splash,2011
25311,0.8261473146,semg,2011
25312,0.8261118001,data centres,2011
25313,0.8259992703,games played,2011
25314,0.8259879766,traffic signal control,2011
25315,0.8259727954,weno schemes,2011
25316,0.8259304834,violin,2011
25317,0.8258480974,metamorphic,2011
25318,0.8257833395,team member,2011
25319,0.8257777468,thomson,2011
25320,0.8257720071,ulcer,2011
25321,0.825694887,ukf,2011
25322,0.8256196647,symbol recognition,2011
25323,0.8255701779,cotton,2011
25324,0.8255438007,fingered,2011
25325,0.8255159842,kids,2011
25326,0.8254272754,sndr,2011
25327,0.8253930847,gantry,2011
25328,0.8253426186,low resolution lr,2011
25329,0.8253203044,vm migration,2011
25330,0.8253013519,sequestration,2011
25331,0.8252611258,type iii,2011
25332,0.8251748688,miller,2011
25333,0.8251569335,confirmatory,2011
25334,0.8251306157,range doppler,2011
25335,0.8251049075,mobile visual search,2011
25336,0.8251020797,recreation,2011
25337,0.8250213603,pose invariant,2011
25338,0.8249915189,dermoscopy images,2011
25339,0.8249384742,thompson,2011
25340,0.8249328439,illumination variation,2011
25341,0.8247695698,exascale,2011
25342,0.824765056,swot,2011
25343,0.8247454833,label fusion,2011
25344,0.8247423369,inclusions,2011
25345,0.8247398948,tours,2011
25346,0.8247046873,nano particles,2011
25347,0.824603042,trace norm,2011
25348,0.8245071852,riding,2011
25349,0.8244825392,cps,2011
25350,0.8244580368,zhou,2011
25351,0.8244541252,jit,2011
25352,0.8244537864,privacy concern,2011
25353,0.8244135532,offload,2011
25354,0.8243143657,life log,2011
25355,0.8242666949,negative emotions,2011
25356,0.8242543695,inspire,2011
25357,0.8242228575,ue,2011
25358,0.8242070935,dna damage,2011
25359,0.8241763967,vsm,2011
25360,0.8240392707,pe,2011
25361,0.8239664559,crns,2011
25362,0.8239477584,walker,2011
25363,0.8239447854,kobayashi,2011
25364,0.8238667565,gf,2011
25365,0.8237894569,dirt,2011
25366,0.8237595734,hog,2011
25367,0.8237140683,agile methodologies,2011
25368,0.823657495,mci,2011
25369,0.8236438723,ferry,2011
25370,0.8235971551,antipodal,2011
25371,0.8235273184,tdd,2011
25372,0.8235233869,subsumption,2011
25373,0.8234660969,opinion dynamics,2011
25374,0.8234557169,iowa,2011
25375,0.8234448467,ssvep,2011
25376,0.8233605504,pulse diagnosis,2011
25377,0.823328661,integrated moving average,2011
25378,0.8233238826,howard,2011
25379,0.8232455658,loopy,2011
25380,0.8232255014,spatially coupled,2011
25381,0.8231579578,hardwaresoftware,2011
25382,0.823102806,anthropology,2011
25383,0.8230846198,competitive equilibrium,2011
25384,0.8230274811,story generation,2011
25385,0.8228168491,congruency,2011
25386,0.8227778255,vhdl,2011
25387,0.8227629487,raid,2011
25388,0.8227121385,stereo reconstruction,2011
25389,0.8225553879,gm,2011
25390,0.8225106791,pcs,2011
25391,0.8225021129,dependency tree,2011
25392,0.8221464438,merchant,2011
25393,0.8220516869,cloud computing infrastructures,2011
25394,0.822011137,avian,2011
25395,0.8219032734,root finding,2011
25396,0.8218930933,tim,2011
25397,0.8218485522,diffusion weighted imaging,2011
25398,0.8217652249,ranked lists,2011
25399,0.8217651712,shear strength,2011
25400,0.8216898573,llc,2011
25401,0.821669866,solvents,2011
25402,0.8216569335,shuffled,2011
25403,0.8216431786,shi,2011
25404,0.8216226429,gene family,2011
25405,0.8215742863,crystallography,2011
25406,0.8214573062,logit,2011
25407,0.8213063154,meteorology,2011
25408,0.8212866619,disequilibrium,2011
25409,0.8212521587,multitarget,2011
25410,0.8212501452,eth,2011
25411,0.8211824048,consumed energy,2011
25412,0.8211561124,rssi,2011
25413,0.8211411125,xbox,2011
25414,0.8210610822,mppt,2011
25415,0.82104194,oct,2011
25416,0.8210090931,elm,2011
25417,0.8210079568,waypoint,2011
25418,0.8210018376,wban,2011
25419,0.8209832172,twitter messages,2011
25420,0.8208988786,object based image analysis,2011
25421,0.8208718206,structural mri,2011
25422,0.8208695899,crater,2011
25423,0.8208048089,security notions,2011
25424,0.8207817651,digital collections,2011
25425,0.8207407941,torus,2011
25426,0.8206433559,radiant,2011
25427,0.820575413,manned,2011
25428,0.8204338168,paired end,2011
25429,0.8204170453,surface electromyography,2011
25430,0.8204073311,input saturation,2011
25431,0.8203733774,power switches,2011
25432,0.8203664941,addiction,2011
25433,0.8203592636,ua,2011
25434,0.8203579883,peak hours,2011
25435,0.8202236924,ipod,2011
25436,0.8201970073,secure data aggregation,2011
25437,0.8201709018,fighter,2011
25438,0.8201130054,broadside,2011
25439,0.8200923207,inheritance,2011
25440,0.8200739011,congenital,2011
25441,0.820007211,phasor,2011
25442,0.8200069189,wilkinson,2011
25443,0.8199976041,sem,2011
25444,0.8199972265,hans,2011
25445,0.8199838424,likert,2011
25446,0.8198630984,marc,2011
25447,0.8198358983,input referred noise,2011
25448,0.8197074755,tpc,2011
25449,0.8196930141,emr,2011
25450,0.8196924484,colloidal,2011
25451,0.8196197387,low rank approximation,2011
25452,0.8195709018,dermoscopy,2011
25453,0.8195195762,prediction horizon,2011
25454,0.8193148994,ml decoder,2011
25455,0.8191788854,mers,2011
25456,0.819172512,knowl,2011
25457,0.8191381896,demand side management,2011
25458,0.819077917,bgp,2011
25459,0.8190369882,autocorrelation,2011
25460,0.8189966751,dots,2011
25461,0.8188343176,attitude estimation,2011
25462,0.8188084385,lift,2011
25463,0.8188006506,gene trees,2011
25464,0.8187367771,clinical decision support systems,2011
25465,0.8187108341,quota,2011
25466,0.8187067315,cep,2011
25467,0.8186687273,synchronous generator,2011
25468,0.8186510364,active rc,2011
25469,0.8184157976,word senses,2011
25470,0.8183591151,pronouns,2011
25471,0.8183449407,federation,2011
25472,0.8183036339,asthma,2011
25473,0.8182749624,corrector,2011
25474,0.8182733036,hydrothermal,2011
25475,0.8182002892,bv,2011
25476,0.8181807824,signal strength indicator rssi,2011
25477,0.8181711164,dibr,2011
25478,0.8181503037,dedicated short range,2011
25479,0.8181479722,pervasiveness,2011
25480,0.8181476986,snss,2011
25481,0.8180276127,quadrotor,2011
25482,0.8180016789,oxides,2011
25483,0.8179998911,intravenous,2011
25484,0.8179904192,nodule,2011
25485,0.8179290991,requisite,2011
25486,0.8176382325,internal model control,2011
25487,0.8176189352,regenerating,2011
25488,0.8175962814,survivor,2011
25489,0.817594266,adhoc networks,2011
25490,0.8175390347,photodiode,2011
25491,0.8175266635,high radix,2011
25492,0.8175169096,flickr,2011
25493,0.8174718812,single image super resolution,2011
25494,0.8174390746,biomimetic,2011
25495,0.8174278764,treewidth,2011
25496,0.8173112111,bcis,2011
25497,0.8172627146,visualise,2011
25498,0.81725864,ias,2011
25499,0.8172535226,tomato,2011
25500,0.8172521879,digestion,2011
25501,0.8172303853,incident management,2011
25502,0.8171843822,licence,2011
25503,0.8171323667,shared caches,2011
25504,0.8169895682,femto,2011
25505,0.8169704473,cattle,2011
25506,0.8169554817,fis,2011
25507,0.8168923504,htc,2011
25508,0.8168792111,striving,2011
25509,0.8167562526,image steganography,2011
25510,0.816724381,cancelation,2011
25511,0.8166898968,surface topography,2011
25512,0.8166714084,shah,2011
25513,0.8166368817,multi instance learning,2011
25514,0.8166048167,ghg,2011
25515,0.8165798468,denoise,2011
25516,0.8164863318,hypervisor,2011
25517,0.8164673727,warfare,2011
25518,0.8164461766,asa,2011
25519,0.8164120402,foil,2011
25520,0.8163697125,exploratory case study,2011
25521,0.8163677459,cascode,2011
25522,0.8163672234,pornography,2011
25523,0.8163588359,legitimate receiver,2011
25524,0.8163515551,commonsense,2011
25525,0.8163422566,lans,2011
25526,0.8163247535,semi honest,2011
25527,0.8162624447,depth camera,2011
25528,0.816245471,frp,2011
25529,0.8162147913,preconditioned,2011
25530,0.8161975954,nxt,2011
25531,0.8161821093,prior probabilities,2011
25532,0.8161665879,apis,2011
25533,0.8160258398,paint,2011
25534,0.8160151449,submodular function,2011
25535,0.8159411807,user interference channel,2011
25536,0.8159104391,moderated,2011
25537,0.81588752,entailment,2011
25538,0.8158565476,radio over fiber,2011
25539,0.8158451961,weapon,2011
25540,0.815813637,ontario,2011
25541,0.8157794343,ngs,2011
25542,0.8157086617,cu wire,2011
25543,0.8156550918,holder,2011
25544,0.8156450721,flicker,2011
25545,0.8156340528,river,2011
25546,0.8156095028,token,2011
25547,0.8155763287,overrun,2011
25548,0.8155685778,dynamic thermal management,2011
25549,0.8155670184,ciphertext policy,2011
25550,0.815547903,dac,2011
25551,0.8155171061,opc,2011
25552,0.815446162,islands,2011
25553,0.8154001612,pitch angle,2011
25554,0.8153724483,lateralized,2011
25555,0.8153150746,swarm robots,2011
25556,0.8153084169,mosaic,2011
25557,0.8152746428,wmt,2011
25558,0.8152740037,nonvolatile,2011
25559,0.8152162769,contingency,2011
25560,0.8152135532,speak,2011
25561,0.8152091417,struct,2011
25562,0.8152085293,cell culture,2011
25563,0.8151897145,temperature coefficient,2011
25564,0.8150709245,finite volume schemes,2011
25565,0.8149812413,weno,2011
25566,0.8149736563,tri axial,2011
25567,0.8149533112,learning disabilities,2011
25568,0.8149287476,memes,2011
25569,0.8148828982,cranial,2011
25570,0.8148298148,youtube,2011
25571,0.8147070943,hz,2011
25572,0.8147028865,listener,2011
25573,0.8146778201,integral sliding mode,2011
25574,0.8146687011,stable model semantics,2011
25575,0.8145803411,malaysian,2011
25576,0.8145736841,font size,2011
25577,0.8144719451,lexicographic,2011
25578,0.8143819095,image warping,2011
25579,0.8142981835,dimming,2011
25580,0.8142576315,genome scale metabolic,2011
25581,0.8142062348,unmixing,2011
25582,0.8141490737,internet voting,2011
25583,0.8141222186,proportional derivative,2011
25584,0.8140589708,optical wdm,2011
25585,0.8139821044,obesity,2011
25586,0.81394079,beating,2011
25587,0.8139236001,avenue,2011
25588,0.8139041875,unsupervised feature selection,2011
25589,0.8138421064,kinect,2011
25590,0.8138375299,bringing,2011
25591,0.8138334634,equivalently,2011
25592,0.8137933408,b1,2011
25593,0.8137698099,poly,2011
25594,0.8137688881,advisor,2011
25595,0.8136317463,guess,2011
25596,0.8136294468,poset,2011
25597,0.8136011012,oak,2011
25598,0.8135988204,tnf,2011
25599,0.8134622883,injecting,2011
25600,0.8134147044,citizen,2011
25601,0.8132412111,mixed equilibrium,2011
25602,0.813169229,invention,2011
25603,0.8131317814,syndrome,2011
25604,0.81305449,continent,2011
25605,0.8129256542,genealogy,2011
25606,0.8128446055,service offerings,2011
25607,0.8127709372,ohio,2011
25608,0.8127298127,ap selection,2011
25609,0.8127064947,guards,2011
25610,0.8126847308,infarction,2011
25611,0.8126431747,fom,2011
25612,0.8125884828,block error rate,2011
25613,0.8125334516,power conversion efficiency,2011
25614,0.8125255534,data stream mining,2011
25615,0.8123442714,hox,2011
25616,0.8123383659,scout,2011
25617,0.8123276912,win,2011
25618,0.8122815395,agency,2011
25619,0.8122660198,omni,2011
25620,0.8121081637,flower,2011
25621,0.8121053227,wandering,2011
25622,0.8118477194,shortcut,2011
25623,0.8117329746,quadratic discriminant,2011
25624,0.8116980039,stt,2011
25625,0.8116625191,illusion,2011
25626,0.8116470104,hijacking,2011
25627,0.8116414832,single channel speech,2011
25628,0.8116377541,unconditionally,2011
25629,0.8116228167,bench,2011
25630,0.8115936781,gossip,2011
25631,0.8115594704,ef,2011
25632,0.8115519573,frequent subgraphs,2011
25633,0.811550211,botnet,2011
25634,0.8115020274,uk,2011
25635,0.8113741534,error vector magnitude,2011
25636,0.8113294663,perpendicular,2011
25637,0.8113033095,multitask,2011
25638,0.8113007181,mashup,2011
25639,0.8111351759,bicycle,2011
25640,0.8111229015,deconvolution,2011
25641,0.8110908218,syntactic structures,2011
25642,0.8110725245,saharan,2011
25643,0.8110194512,relaxed memory,2011
25644,0.8110059752,application specific integrated circuit,2011
25645,0.8109505671,nmda,2011
25646,0.8109375741,scratch,2011
25647,0.8108958525,dissertation,2011
25648,0.8108910004,cursor,2011
25649,0.8108560312,slm,2011
25650,0.8108286794,reorganization,2011
25651,0.810783698,hydroxyl,2011
25652,0.8107497859,deblocking,2011
25653,0.8107353112,portals,2011
25654,0.8106770982,electroencephalographic,2011
25655,0.8106734519,maximum temperature,2011
25656,0.810618239,alteration,2011
25657,0.8105686445,certificate,2011
25658,0.8105643184,se,2011
25659,0.8104827312,street,2011
25660,0.8104132407,gray matter volume,2011
25661,0.8104060198,digraph,2011
25662,0.810399484,power transformer,2011
25663,0.8103445293,random sample consensus,2011
25664,0.8102584628,post adoption,2011
25665,0.8101229015,bootstrap,2011
25666,0.8100870666,acronym,2011
25667,0.810081725,atmosphere,2011
25668,0.8099837517,lpv,2011
25669,0.8099292576,artificial noise,2011
25670,0.8099098022,joule,2011
25671,0.8099007023,opposition based,2011
25672,0.8097167262,extractors,2011
25673,0.8096443185,vicarious,2011
25674,0.8096189185,stability margin,2011
25675,0.8095740084,jammer,2011
25676,0.8095388133,trellis,2011
25677,0.8095358723,meg,2011
25678,0.8095273716,stencil,2011
25679,0.8095236189,rests,2011
25680,0.8095079295,mobile ar,2011
25681,0.80947249,community discovery,2011
25682,0.8094687265,multicell,2011
25683,0.8094369882,centrality,2011
25684,0.8094289685,valves,2011
25685,0.8094239783,mobile network operators,2011
25686,0.8093983521,editor,2011
25687,0.8093884431,rebound,2011
25688,0.8093870673,invoking,2011
25689,0.8093860986,shallow,2011
25690,0.8093602527,oracles,2011
25691,0.8091453261,bacterial,2011
25692,0.8091278947,regressive,2011
25693,0.8091241006,camera captured,2011
25694,0.809107337,axiomatization,2011
25695,0.8090957883,proto,2011
25696,0.8090871368,predator,2011
25697,0.8090271631,laptop,2011
25698,0.8089087539,uterine,2011
25699,0.8089029764,link discovery,2011
25700,0.8088639679,primary motor cortex,2011
25701,0.8087181158,bilinear,2011
25702,0.8086733204,constellations,2011
25703,0.8086263068,padding,2011
25704,0.8085968529,oper,2011
25705,0.8085149661,microstrip,2011
25706,0.8084968896,structured output,2011
25707,0.8084745327,formal contexts,2011
25708,0.8084355557,polymerization,2011
25709,0.8083662155,periodic orbit,2011
25710,0.8081853384,low pass filters,2011
25711,0.8081794663,checkers,2011
25712,0.8081183834,soliton,2011
25713,0.8081094422,single port,2011
25714,0.8080122127,instantaneous channel state information,2011
25715,0.80789756,ligament,2011
25716,0.8078945157,ante,2011
25717,0.8078830203,itemset,2011
25718,0.8078801536,conformational space,2011
25719,0.8078765596,asymptotic bounds,2011
25720,0.8077842654,bootstrapping,2011
25721,0.8076829692,soccer,2011
25722,0.8076169927,mediation,2011
25723,0.8073597556,annual,2011
25724,0.8073296927,puppet,2011
25725,0.8072910028,chromatography,2011
25726,0.8072431355,dublin,2011
25727,0.8072094936,remarks,2011
25728,0.8072035746,user intention,2011
25729,0.8071745586,paddy,2011
25730,0.8070931831,cctv,2011
25731,0.8070380364,analyzer,2011
25732,0.8069801109,catalogue,2011
25733,0.8069633122,prune,2011
25734,0.8069616507,vestibular,2011
25735,0.806938953,ax,2011
25736,0.8068335457,poisoning,2011
25737,0.8066256678,datum,2011
25738,0.8065996709,c4,2011
25739,0.8065108593,buffer cache,2011
25740,0.806469288,manufacturing firms,2011
25741,0.806421578,micron,2011
25742,0.8063905579,standard cpc licence,2011
25743,0.8063122733,copper,2011
25744,0.8063048177,polymorphisms,2011
25745,0.8062885064,universality,2011
25746,0.8062843739,spatial augmented reality,2011
25747,0.8061162925,lim,2011
25748,0.8060507434,homeland,2011
25749,0.8059816829,linguistics,2011
25750,0.8059596078,continuance,2011
25751,0.8059487726,continuum,2011
25752,0.805928001,pregnancy,2011
25753,0.8059173243,lop,2011
25754,0.8059137827,omp,2011
25755,0.8058673848,firewall,2011
25756,0.8058274501,interfacial,2011
25757,0.80577109,single inductor,2011
25758,0.8057561057,deductive,2011
25759,0.80571988,factorial,2011
25760,0.8056788974,slicing,2011
25761,0.8056287243,engineering curriculum,2011
25762,0.8055662909,subgame,2011
25763,0.8055189321,consoles,2011
25764,0.8054492034,statistical shape model,2011
25765,0.8054424297,intermediary,2011
25766,0.8054243258,zoom,2011
25767,0.8054241641,wrapper,2011
25768,0.8053528823,fdg,2011
25769,0.8053219121,border,2011
25770,0.8052222802,graphic,2011
25771,0.8051249193,bcs,2011
25772,0.8051199411,anytime,2011
25773,0.8051021373,turnaround,2011
25774,0.8050920912,ascent,2011
25775,0.8050568612,placing,2011
25776,0.8049235376,mass action,2011
25777,0.8048933387,forensic,2011
25778,0.8048688066,blended,2011
