Source,Target, Weight
data mining,pattern recognition,471
data mining,classification algorithms,206
data mining,decision trees,479
data mining,time series,443
data mining,association rule mining,520
data mining,raw data,195
data mining,large scale,261
data mining,business intelligence,161
data mining,feature selection,712
data mining,feature extraction,205
data mining,statistical analysis,346
data mining,neural networks,387
data mining,synthetic data,155
data mining,case studies,191
data mining,big data,520
data mining,computer science,199
data mining,neural network,391
data mining,text mining,261
data mining,genetic algorithm,277
data mining,existing methods,232
data mining,data warehouse,220
data mining,decision making,403
data mining,genetic algorithms,175
data mining,supervised learning,181
data mining,intrusion detection,289
data mining,search space,159
data mining,large data sets,247
data mining,learning algorithms,157
data mining,existing algorithms,153
data mining,training data,302
data mining,anomaly detection,223
data mining,clustering algorithm,395
data mining,real time,171
data mining,data management,157
data mining,pattern discovery,156
data mining,frequent itemsets,303
data mining,knowledge discovery,698
data mining,frequent pattern mining,175
data mining,gene expression,274
data mining,real datasets,197
data mining,cluster analysis,216
data mining,frequent patterns,316
data mining,apriori algorithm,176
data mining,support vector machine,338
data mining,dimensionality reduction,179
data mining,time series data,183
data mining,large data,201
data mining,application domains,150
data mining,existing approaches,152
data mining,information retrieval,313
data mining,social networks,276
data mining,social media,187
data mining,proposed framework,183
data mining,cloud computing,177
markov random fields,markov random field,160
image databases,image database,182
image databases,image retrieval,218
recognition performance,speech recognition,293
recognition performance,face recognition,278
unknown parameters,parameter estimation,206
fuzzy rules,fuzzy logic,218
fuzzy rules,membership functions,178
hopfield neural network,neural network,153
video coding,computational complexity,199
resource constraints,wireless sensor networks,202
power supply,supply voltage,215
power supply,output voltage,150
radial basis function,neural network,789
radial basis function,radial basis functions,156
radial basis function,neural networks,635
radial basis function,radial basis function rbf,165
computational burden,computational complexity,182
face detection,computer vision,195
face detection,face images,162
face detection,face recognition,331
training algorithm,neural network,331
training algorithm,neural networks,235
activation functions,neural network,289
activation functions,activation function,183
activation functions,neural networks,399
feedforward neural networks,neural network,214
feedforward neural networks,neural networks,282
wavelet transform,discrete wavelet transform,150
face recognition,feature extraction,676
face recognition,pattern recognition,314
face recognition,object recognition,157
face recognition,face images,1304
face recognition,neural network,194
face recognition,facial images,226
face recognition,facial features,292
face recognition,face model,171
face recognition,facial expressions,285
face recognition,face databases,527
face recognition,training samples,296
query execution,query optimization,163
software testing,software development,170
image representation,image classification,151
prior information,prior knowledge,171
membership function,membership functions,352
membership function,fuzzy logic,189
membership function,fuzzy set,165
radio spectrum,cognitive radio,360
classification problems,neural networks,172
classification problems,machine learning,194
classification problems,neural network,163
classification problems,feature selection,155
convergence speed,computational complexity,171
numerical simulations,mathematical model,188
numerical simulations,optimization problem,156
numerical simulations,hopf bifurcation,160
optical network,optical networks,296
medium access control,physical layer,154
medium access control,ad hoc,200
base stations,power control,216
base stations,cellular network,349
base stations,base station,1143
base stations,wireless networks,173
base stations,resource allocation,255
base stations,cellular systems,153
base stations,cellular networks,690
base stations,wireless network,151
base stations,numerical results,298
base stations,power consumption,196
base stations,spectral efficiency,177
network nodes,network topology,172
network nodes,wireless sensor networks,187
network nodes,ad hoc,236
business process,business process management,356
business process,process model,332
business process,web service,297
asymptotic stability,lyapunov function,160
asymptotic stability,numerical examples,167
approximation ratio,approximation algorithms,378
approximation ratio,approximation algorithm,786
approximation ratio,greedy algorithm,162
functional unit,functional units,172
generalization performance,neural network,151
low voltage,low power,162
low voltage,supply voltage,187
large vocabulary,speech recognition,220
force field,molecular dynamics,199
control design,controller design,168
control design,control system,162
adaptive fuzzy,fuzzy logic,213
performance metrics,performance evaluation,297
performance metrics,performance analysis,333
performance metrics,analytical model,153
performance metrics,ad hoc,153
performance metrics,numerical results,171
performance metrics,wireless sensor networks,177
performance guarantee,approximation algorithm,172
recurrent neural networks,neural network,312
recurrent neural networks,neural networks,408
admission control,quality of service,240
output layer,neural network,205
fading channel,fading channels,304
image enhancement,image processing,220
multilayer perceptrons,neural networks,161
receptive fields,receptive field,192
synthetic speech,speech synthesis,188
volume data,volume rendering,168
social networks,network analysis,161
social networks,semantic web,163
social networks,recommender systems,195
social networks,social relationships,251
social networks,social network analysis,410
social networks,link prediction,222
social networks,big data,225
evolutionary algorithms,search space,226
evolutionary algorithms,evolutionary algorithm,1022
evolutionary algorithms,objective function,162
evolutionary algorithms,neural networks,176
evolutionary algorithms,combinatorial optimization,150
evolutionary algorithms,optimization problem,190
evolutionary algorithms,genetic programming,184
evolutionary algorithms,differential evolution,310
evolutionary algorithms,benchmark functions,188
evolutionary algorithms,benchmark problems,183
evolutionary algorithms,particle swarm optimization,202
evolutionary algorithm,search space,191
evolutionary algorithm,neural network,156
evolutionary algorithm,objective function,170
evolutionary algorithm,fitness function,254
evolutionary algorithm,benchmark problems,153
coding efficiency,computational complexity,290
coding efficiency,motion estimation,203
coding efficiency,video coding,293
coding efficiency,high efficiency video coding,210
digital libraries,digital library,1005
network structure,neural network,219
network structure,social networks,287
ip addresses,ip address,252
speech data,speech recognition,179
generalization ability,neural networks,186
generalization ability,neural network,204
task graph,task graphs,175
hot spot,hot spots,150
texture features,texture analysis,193
texture features,feature extraction,176
texture features,texture feature,157
access rights,access control,239
principal component,principal components,152
detection probability,false alarm,264
detection probability,cognitive radio,222
white matter,gray matter,320
white matter,corpus callosum,167
white matter,diffusion tensor imaging dti,259
white matter,fractional anisotropy fa,190
white matter,in vivo,156
spatial reuse,ad hoc,202
fault injection,fault tolerance,183
international society for optical engineering downloading,image processing,155
bit error rate ber,orthogonal frequency division multiplexing,257
bit error rate ber,performance analysis,213
bit error rate ber,ber performance,206
facial expressions,facial expression,1019
image retrieval,relevance feedback,508
image retrieval,retrieval performance,254
image retrieval,feature extraction,227
image retrieval,content based image retrieval,159
image retrieval,image classification,159
distance learning,distance education,150
vehicle routing problem,vehicle routing,163
basis function,basis functions,228
power control,resource allocation,292
power control,nash equilibrium,150
power control,spectral efficiency,158
power control,power allocation,307
connection weights,neural networks,171
connection weights,neural network,192
sar images,synthetic aperture radar sar,200
sar images,synthetic aperture radar sar images,198
network capacity,ad hoc,182
output feedback,sufficient conditions,162
wiley periodicals inc,int j imaging syst technol,229
wiley periodicals inc,data mining,170
augmented reality,virtual objects,157
ground truth,computer vision,189
sar data,synthetic aperture radar,187
sar data,synthetic aperture radar sar,287
statistical machine translation,machine translation,300
public libraries,public library,162
open source,machine learning,153
open source,open source software,765
open source,source code,616
open source,operating system,162
open source,software development,337
open source,an empirical study,163
open source,an open source,432
open source,cloud computing,185
wireless communication,low complexity,152
wireless communication,power consumption,343
wireless communication,wireless network,285
wireless communication,performance analysis,270
wireless communication,ad hoc,294
wireless communication,base station,319
wireless communication,numerical results,318
wireless communication,next generation,155
wireless communication,signal processing,191
wireless communication,computational complexity,190
wireless communication,resource allocation,176
wireless communication,physical layer,259
wireless communication,orthogonal frequency division multiplexing,289
wireless communication,wireless sensor networks,425
wireless communication,wireless sensor network,193
wireless communication,wireless networks,291
wireless communication,cognitive radio,292
frequency domain,time domain,769
frequency domain,computational complexity,170
frequency domain,orthogonal frequency division multiplexing,206
deep learning,neural networks,218
deep learning,computer vision,281
deep learning,machine learning,374
deep learning,training data,155
deep learning,image classification,152
deep learning,neural network,225
deep learning,deep neural network,158
high priority,low priority,229
wireless communications,wireless communication,234
wireless communications,wireless networks,152
user experience,user study,182
social influence,social networks,181
facial expression,face images,187
facial expression,face recognition,342
facial expression,facial features,219
facial expression,feature extraction,163
mac protocol,ad hoc,202
orthogonal frequency division multiplexing,performance analysis,162
orthogonal frequency division multiplexing,performance degradation,152
orthogonal frequency division multiplexing,bit error rate,240
orthogonal frequency division multiplexing,cyclic prefix,190
orthogonal frequency division multiplexing,low complexity,279
orthogonal frequency division multiplexing,computational complexity,433
orthogonal frequency division multiplexing,carrier frequency offset cfo,197
orthogonal frequency division multiplexing,power allocation,231
orthogonal frequency division multiplexing,resource allocation,232
orthogonal frequency division multiplexing,time domain,221
orthogonal frequency division multiplexing,ber performance,168
swarm intelligence,particle swarm optimization,216
channel estimation,numerical results,215
channel estimation,computational complexity,154
channel estimation,orthogonal frequency division multiplexing,313
transactional memory,transactional memory tm,155
hidden markov model hmm,speech recognition,232
hidden markov model hmm,hidden markov model,372
supply chain,supply chains,1457
supply chain,information technology,217
collaborative filtering,user preferences,153
collaborative filtering,recommender systems,880
collaborative filtering,collaborative filtering cf,310
collaborative filtering,matrix factorization,262
ber performance,computational complexity,154
iris recognition,feature extraction,152
medical imaging,image processing,158
the world wide web,search engines,168
pid control,pid controller,196
association rule,association rules,180
association rules,data mining,1015
association rules,association rule mining,486
association rules,mining association rules,217
association rules,frequent itemsets,191
web pages,web sites,175
web pages,search engines,201
web pages,web page,430
error estimates,finite element,366
training sample,training samples,193
block ciphers,block cipher,257
power optimization,power consumption,238
naive bayes,data mining,220
naive bayes,machine learning,485
naive bayes,decision trees,172
naive bayes,naive bayes classifier,173
naive bayes,feature selection,247
naive bayes,text classification,160
map building,mobile robot,155
segmentation results,image segmentation,508
segmentation results,segmentation algorithm,152
extensive simulations,analytical results,152
extensive simulations,analytical model,186
extensive simulations,ad hoc,352
extensive simulations,base station,152
extensive simulations,resource allocation,159
extensive simulations,wireless sensor networks,559
extensive simulations,routing protocol,182
extensive simulations,network lifetime,152
extensive simulations,theoretical analysis,220
extensive simulations,wireless networks,217
extensive simulations,optimization problem,181
extensive simulations,cognitive radio,155
operating system,programming language,172
operating system,real time,164
operating system,virtual machine,271
operating system,embedded systems,324
promising results,neural network,154
promising results,machine learning,279
promising results,training data,150
promising results,computer vision,160
multiobjective optimization,evolutionary algorithms,151
remotely sensed,remote sensing,332
linear matrix inequalities,sufficient condition,168
network services,network service,151
event detection,wireless sensor networks,204
artificial neural networks,neural networks,877
artificial neural networks,pattern recognition,153
artificial neural networks,artificial neural networks anns,257
artificial neural networks,artificial neural network,392
artificial neural networks,neural network,814
artificial neural networks,machine learning,260
artificial neural networks,genetic algorithms,152
web site,web sites,457
file system,file systems,690
file system,operating system,200
file system,storage systems,158
open source software,software development,203
open source software,an open source,169
iterative learning control,iterative learning control ilc,212
third party,cloud computing,155
turbo codes,turbo code,196
word error rate,speech recognition,396
object tracking,moving objects,170
object tracking,computer vision,246
object tracking,particle filter,166
genetic algorithm ga,genetic algorithms,309
genetic algorithm ga,feature selection,162
genetic algorithm ga,optimization problem,196
genetic algorithm ga,evolutionary algorithms,153
genetic algorithm ga,optimal solution,163
genetic algorithm ga,neural network,174
genetic algorithm ga,fitness function,234
genetic algorithm ga,objective function,168
genetic algorithm ga,particle swarm optimization pso,297
genetic algorithm ga,simulated annealing sa,169
genetic algorithm ga,particle swarm optimization,150
kalman filters,kalman filter,173
expert system,expert systems,257
neural networks nns,neural networks,183
cellular automata ca,cellular automata,490
complexity reduction,computational complexity,163
web servers,web server,214
web browsers,web browser,196
control problems,optimal control,241
web search,search engines,487
web search,search engine,711
web search,search results,624
web search,web search engine,285
search engines,search results,384
power efficiency,low power,170
next generation,cloud computing,172
hand gestures,hand gesture,214
antenna array,antenna arrays,201
illumination conditions,face recognition,151
network connectivity,ad hoc,244
network connectivity,wireless sensor networks,303
destination node,ad hoc,175
destination node,relay nodes,204
location management,location update,152
search results,search engine,596
context information,ubiquitous computing,169
utility functions,resource allocation,163
user preferences,recommender systems,245
user preferences,user preference,197
power efficient,power consumption,322
power efficient,power efficiency,160
electric power,power system,167
power systems,power system,645
plane graph,plane graphs,176
let g,connected graph,203
network operators,service providers,168
expression recognition,facial expression,182
high performance computing,high performance computing hpc,166
speech enhancement,noise reduction,261
speech enhancement,speech recognition,167
cellular networks,power control,254
cellular networks,performance analysis,175
cellular networks,cellular network,1098
cellular networks,cellular systems,191
cellular networks,transmit power,187
cellular networks,outage probability,165
cellular networks,traffic load,153
cellular networks,resource allocation,494
cellular networks,numerical results,418
cellular networks,optimization problem,212
cellular networks,network performance,166
cellular networks,power consumption,170
cellular networks,wireless networks,197
cellular networks,base stations bss,254
cellular networks,d2d communication,155
cellular networks,stochastic geometry,185
web applications,web application,1312
web applications,web browser,172
web applications,cloud computing,156
feature spaces,feature space,229
hidden neurons,neural network,180
retrieval results,image retrieval,154
project managers,software development,171
text categorization,feature selection,217
text categorization,machine learning,151
image classification,feature extraction,258
image classification,training data,164
image classification,computer vision,253
time delay,sufficient conditions,226
time delay,time delays,315
moving targets,moving target,158
independent component analysis,independent component analysis ica,634
independent component analysis,blind source separation,192
independent component analysis ica,blind source separation bss,156
classification algorithms,classification algorithm,173
text classification,machine learning,219
finite volume,finite volume method,154
spectral subtraction,speech enhancement,167
large datasets,data mining,296
large datasets,machine learning,206
user profiles,user profile,272
missing data,missing values,272
data warehouse,data warehousing,201
feature sets,feature set,355
feature sets,machine learning,168
feature sets,feature selection,302
force fields,force field,175
significantly outperforms,existing methods,160
significantly outperforms,extensive experiments,180
making decisions,decision making,151
image content,image retrieval,203
noisy speech,speech enhancement,282
blind source separation,source separation,199
blind source separation,source signals,212
blind source separation,independent component analysis ica,187
blind source separation,blind source separation bss,325
depth maps,depth map,455
social interaction,social interactions,287
social interaction,social networks,162
location information,ad hoc,212
location information,location privacy,179
location information,wireless sensor networks,342
query results,query processing,191
false alarms,false alarm,239
multilayer perceptron mlp,neural networks,174
multilayer perceptron mlp,neural network,226
search engine,search engines,834
search engine,web search engine,189
lighting conditions,face recognition,165
developed countries,developing countries,243
low computational complexity,computational complexity,347
wireless networks,base station,268
wireless networks,quality of service,180
wireless networks,ad hoc,641
wireless networks,wireless sensor networks,189
wireless networks,resource allocation,366
wireless networks,power control,234
wireless networks,network coding,340
wireless networks,relay nodes,161
wireless networks,video streaming,162
wireless networks,optimization problem,197
personal information,personal data,182
personal information,social networks,158
extensive experiments,real world,181
extensive experiments,machine learning,180
extensive experiments,social networks,201
extensive experiments,query processing,171
extensive experiments,real data,187
extensive experiments,existing approaches,178
extensive experiments,data mining,182
extensive experiments,training data,157
extensive experiments,face recognition,251
extensive experiments,computer vision,225
extensive experiments,optimization problem,161
extensive experiments,existing methods,282
extensive experiments,real datasets,171
extensive experiments,proposed framework,170
extensive experiments,benchmark datasets,171
approximation factor,approximation algorithm,208
supply chain management,supply chain,879
smart city,smart cities,325
rough set theory,rough sets,388
rough set theory,attribute reduction,174
transmit power,power control,509
transmit power,optimization problem,313
transmit power,base station,468
transmit power,resource allocation,329
transmit power,optimal power allocation,185
transmit power,power allocation,575
transmit power,power consumption,215
transmit power,spectral efficiency,226
transmit power,numerical results,587
transmit power,wireless networks,154
transmit power,cognitive radio,447
heterogeneous network,heterogeneous networks,159
web service,service providers,328
web service,service oriented,203
sensed data,wireless sensor networks,352
automatic segmentation,image segmentation,154
object detection,computer vision,424
object detection,object recognition,219
object detection,pascal voc,174
transmit antennas,transmit diversity,154
transmit antennas,receive antennas,294
transmit antennas,number of transmit antennas,178
health care,information technology,171
classification performance,neural network,158
classification performance,feature extraction,216
classification performance,training data,170
code size,embedded systems,194
transcription factors,binding sites,189
output power,power amplifier,212
mathematical models,mathematical model,219
false positives,false positive,245
false positives,intrusion detection,166
false positives,false negatives,346
compression performance,image compression,165
intermediate nodes,ad hoc,197
minimum energy,wireless sensor networks,153
outage probability,power control,241
outage probability,wireless communication,168
outage probability,numerical results,833
outage probability,spectral efficiency,269
outage probability,base station,282
outage probability,transmit power,354
outage probability,fading channels,285
outage probability,closed form,206
outage probability,probability density function,313
outage probability,performance analysis,640
outage probability,theoretical analysis,200
outage probability,cumulative distribution function,238
outage probability,outage probabilities,202
outage probability,optimal power allocation,206
outage probability,power allocation,386
outage probability,analytical expressions,173
outage probability,diversity order,334
outage probability,rayleigh fading channels,198
outage probability,diversity gain,226
outage probability,relay nodes,157
outage probability,cognitive radio,295
outage probability,wireless networks,177
input space,neural networks,152
input space,neural network,189
input space,feature space,205
face image,face images,587
face image,face recognition,833
smart phones,smart phone,315
method outperforms,existing methods,184
fuzzy neural network,neural network,172
active contour model,image segmentation,157
perceived usefulness,technology acceptance model tam,244
perceived usefulness,technology acceptance model,170
provably secure,random oracle model,231
maximum likelihood ml,maximum likelihood,334
maximum likelihood ml,computational complexity,181
face images,facial features,185
face images,face databases,159
face images,feature extraction,192
traffic flows,traffic flow,173
deformable model,deformable models,165
packet forwarding,ad hoc,152
generative model,generative models,184
quality assessment,image quality,216
support vector machine,feature selection,897
support vector machine,radial basis function,159
support vector machine,neural network,491
support vector machine,training set,276
support vector machine,pattern recognition,399
support vector machine,feature extraction,741
support vector machine,generalization performance,186
support vector machine,machine learning,1352
support vector machine,support vector,238
support vector machine,neural networks,226
support vector machine,feature space,318
support vector machine,classification performance,293
support vector machine,training data,463
support vector machine,random forest,206
support vector machine,naive bayes,285
support vector machine,artificial neural network,156
support vector machine,generalization ability,161
support vector machine,classification algorithms,189
support vector machine,gene expression,157
support vector machine,supervised learning,224
support vector machine,face recognition,177
support vector machine,benchmark datasets,165
support vector machine,genetic algorithm,245
support vector machine,breast cancer,190
support vector machine,feature vectors,292
support vector machine,computational complexity,165
support vector machine,binary classification,163
support vector machine,training samples,234
support vector machine,computer vision,169
support vector machine,remote sensing,165
support vector machine,classification methods,153
support vector machine,texture features,163
support vector machine,feature set,251
support vector machine,existing methods,174
support vector machine,image classification,186
support vector machine,artificial neural network ann,155
facial feature,facial features,214
facial features,facial expressions,220
feature point,feature points,331
information retrieval ir,information retrieval,373
power analysis,power consumption,204
output voltage,input voltage,224
output voltage,load current,157
transmission rates,transmission rate,222
artificial neural networks ann,artificial neural networks,158
support vector machines,support vector machine,910
support vector machines,neural network,187
support vector machines,pattern recognition,281
support vector machines,feature space,269
support vector machines,feature extraction,298
support vector machines,machine learning,1104
support vector machines,support vector,179
support vector machines,data mining,256
support vector machines,neural networks,468
support vector machines,feature selection,504
support vector machines,training set,218
support vector machines,decision trees,266
support vector machines,training data,356
support vector machines,support vector machines svms,511
support vector machines,naive bayes,246
support vector machines,classification accuracy,279
support vector machines,supervised learning,183
support vector machines,support vectors,218
support vector machines,logistic regression,197
support vector machines,kernel function,150
support vector machines,artificial neural networks,173
support vector machines,using support vector machines,165
distribution networks,distribution network,189
change detection,remote sensing,283
wireless network,resource allocation,194
wireless network,network performance,221
wireless network,ad hoc,488
wireless network,base station,196
wireless network,wireless networks,1049
wireless network,physical layer,192
wireless network,performance analysis,154
wireless network,wireless sensor networks,180
wireless network,numerical results,181
wireless network,network coding,239
distance functions,distance function,190
exponential stability,sufficient conditions,368
exponential stability,neural networks,176
exponential stability,numerical examples,186
reference models,reference model,156
routing protocols,ad hoc,610
rayleigh fading channels,performance analysis,164
rayleigh fading channels,numerical results,212
web services,access control,229
web services,web applications,336
web services,web service,4216
web services,distributed computing,236
web services,service providers,493
web services,grid computing,213
web services,service discovery,470
web services,service oriented,379
web services,service selection,175
web services,composition of web services,179
web services,business process,504
web services,web service discovery,260
web services,cloud computing,263
power saving,power consumption,589
embedded system design,embedded systems,155
artificial neural network,neural network,835
artificial neural network,artificial neural network ann,432
inventory model,numerical examples,154
image denoising,total variation,154
image denoising,image processing,246
dominating sets,dominating set,212
south african,south africa,192
based image retrieval,image retrieval,174
functional magnetic resonance imaging,human brain,205
functional magnetic resonance imaging,functional connectivity,209
unequal error protection,unequal error protection uep,159
facility location problem,facility location,165
artificial neural network ann,neural network,376
similar images,image retrieval,151
supply voltages,supply voltage,203
web application,web services,194
detection rate,false alarm,276
rate control algorithm,rate control,269
decoding complexity,decoding algorithm,155
traveling salesman problem tsp,traveling salesman problem,204
vector quantization,vector quantization vq,172
session key,mutual authentication,150
embedded processors,embedded systems,191
energy efficient,power consumption,447
energy efficient,ad hoc,186
energy efficient,base station,210
energy efficient,wireless sensor networks,764
energy efficient,network lifetime,320
energy efficient,wireless sensor network,264
energy efficient,routing protocol,166
energy efficient,low power,173
energy efficient,wireless sensor networks wsns,259
pid controllers,pid controller,150
based access control,access control,316
automatic speech recognition asr,automatic speech recognition,234
point cloud,point clouds,614
quality attributes,software architecture,174
power amplifier,power amplifier pa,177
business process modeling,business process,279
supply chains,supply chain management,309
data center,resource allocation,166
data center,data centers,643
data center,virtual machine,216
data center,power consumption,291
data center,cloud computing,638
data center,virtual machines,359
access networks,access network,385
data integration,semantic web,169
electronic health record,electronic health records,189
facial expression recognition,facial expression,311
facial expression recognition,facial expressions,203
covert channels,covert channel,158
systems biology,biological systems,200
systems biology,gene expression,174
sliding mode controller,sliding mode control,220
brightness temperature,brightness temperatures,155
renewable energy,smart grid,264
renewable energy,energy storage,194
agile software development,software development,242
moderate resolution imaging spectroradiometer,remote sensing,189
grid computing,distributed computing,302
grid computing,resource sharing,150
grid computing,cloud computing,178
wireless sensor networks,power consumption,663
wireless sensor networks,traffic load,192
wireless sensor networks,routing protocols,311
wireless sensor networks,wireless sensor network,2568
wireless sensor networks,sensor network,565
wireless sensor networks,base station,998
wireless sensor networks,quality of service,156
wireless sensor networks,medium access control,180
wireless sensor networks,duty cycle,248
wireless sensor networks,network lifetime,2028
wireless sensor networks,analytical results,158
wireless sensor networks,shortest path,188
wireless sensor networks,ad hoc,408
wireless sensor networks,approximation algorithm,168
wireless sensor networks,packet delivery,220
wireless sensor networks,resource constrained,169
wireless sensor networks,existing protocols,168
wireless sensor networks,environmental monitoring,314
wireless sensor networks,neighboring nodes,230
wireless sensor networks,low energy,177
wireless sensor networks,residual energy,425
wireless sensor networks,target tracking,233
wireless sensor networks,save energy,337
wireless sensor networks,clustering algorithm,201
wireless sensor networks,optimization problem,299
wireless sensor networks,key management,257
wireless sensor networks,network traffic,168
wireless sensor networks,transmission range,200
wireless sensor networks,collected data,171
wireless sensor networks,recent advances,166
wireless sensor networks,large scale,239
wireless sensor networks,performance analysis,287
wireless sensor networks,fully distributed,157
wireless sensor networks,limited resources,231
wireless sensor networks,real time,229
wireless sensor networks,existing schemes,194
wireless sensor networks,sensing coverage,162
wireless sensor networks,data aggregation,641
wireless sensor networks,wireless sensor networks wsn,880
wireless sensor networks,time synchronization,271
wireless sensor networks,energy conservation,240
wireless sensor networks,sensing data,153
wireless sensor networks,relay nodes,216
wireless sensor networks,localization algorithm,245
wireless sensor networks,proposed protocol,207
bit error rate ber performance,orthogonal frequency division multiplexing,208
bit error rate ber performance,ber performance,340
wireless ad hoc network,ad hoc,341
time series prediction,time series,256
cognitive radio,spectrum sensing,416
cognitive radio,primary user,1080
cognitive radio,power control,319
cognitive radio,optimal power allocation,166
cognitive radio,resource allocation,445
cognitive radio,nash equilibrium,172
cognitive radio,wireless networks,252
cognitive radio,spectral efficiency,209
cognitive radio,computational complexity,207
cognitive radio,optimization problem,408
cognitive radio,secondary users sus,873
cognitive radio,power allocation,494
cognitive radio,analytical results,180
cognitive radio,interference constraints,176
cognitive radio,detection performance,269
cognitive radio,performance analysis,242
cognitive radio,base station,310
cognitive radio,secondary user su,430
cognitive radio,orthogonal frequency division multiplexing,182
cognitive radio,ad hoc,392
cognitive radio,unlicensed users,234
cognitive radio,false alarm,400
canonical correlation analysis,canonical correlation analysis cca,182
service composition,web services,361
service composition,web service,301
supply chain management scm,supply chain,194
multiple users,base station,220
use cases,use case,199
service discovery,web service,293
named entity recognition,named entities,192
named entity recognition,named entity recognition ner,170
unlabeled data,labeled data,704
unlabeled data,supervised learning,181
unlabeled data,training data,211
unlabeled data,machine learning,225
recommender system,collaborative filtering,441
performance and power consumption,power consumption,165
network intrusion detection,intrusion detection,260
cluster heads,cluster head,294
cluster heads,wireless sensor networks,387
cluster heads,network lifetime,220
cluster heads,base station,172
cluster head,wireless sensor networks,457
cluster head,wireless sensor network,182
cluster head,base station,157
cluster head,network lifetime,212
wireless sensor network,sensor network,194
wireless sensor network,base station,327
wireless sensor network,network lifetime,523
wireless sensor network,wireless sensor network wsn,564
wireless sensor network,data aggregation,166
wireless sensor network,wireless sensor networks wsn,178
expression data,gene expression,432
expression profiles,gene expression,305
response time,response times,465
response time,web service,168
response time,web services,241
response time,resource allocation,151
response time,real time,154
response time,power consumption,166
response time,cloud computing,315
named entity,named entities,211
answer set programming,answer set,154
answer set programming,answer set programming asp,158
particle swarm optimization pso,benchmark functions,231
particle swarm optimization pso,particle swarm optimization,1315
particle swarm optimization pso,particle swarm,154
particle swarm optimization pso,swarm intelligence,192
particle swarm optimization pso,optimization problem,200
particle swarm optimization pso,neural network,152
social networking,social networks,810
social networking,social media,489
social networking,online social networks,197
biological data,gene expression,156
labeled data,supervised learning,201
labeled data,training data,235
diversity order,performance analysis,191
travel time,travel times,233
selected features,feature selection,601
social interactions,social networks,268
augmented reality ar,augmented reality,964
control packets,ad hoc,164
domain ontology,semantic web,150
allocate resources,resource allocation,157
differentially expressed genes,gene expression,225
based routing,routing protocol,283
based routing,wireless sensor networks,155
optimization model,optimization problem,163
semantic web,web services,874
semantic web,knowledge management,208
semantic web,query language,200
semantic web,resource description framework,214
semantic web,data model,151
semantic web,web service,561
semantic web,domain knowledge,169
semantic web,description logics,192
semantic web,linked data,495
semantic web,service discovery,156
semantic web,semantic annotation,154
semantic web,knowledge base,246
composite web services,web services,233
composite web services,web service,176
mobility model,mobility models,178
mobility model,ad hoc,206
linear discriminant analysis lda,face recognition,243
linear discriminant analysis lda,feature extraction,237
encrypted data,cloud computing,184
complex networks,complex network,409
complex networks,social networks,229
network structures,network structure,169
depth image,depth images,192
biological processes,gene expression,262
expression levels,gene expression,294
dna microarray,gene expression,316
joint optimization,optimization problem,179
gene expression,transcription factors,213
service oriented architecture,web services,380
service oriented architecture,service oriented,170
service oriented architecture,web service,212
an ad hoc network,ad hoc,365
content distribution,content delivery,156
intrusion detection system ids,intrusion detection,333
resource allocations,resource allocation,168
power consumed,power consumption,217
recommender systems,recommender system,979
recommender systems,users preferences,177
recommender systems,collaborative filtering cf,219
recommender systems,recommendation algorithms,175
recommender systems,information overload,151
recommender systems,matrix factorization,232
gene ontology,gene expression,244
gene ontology,gene ontology go,189
classification model,machine learning,183
differential evolution,global optimization,219
differential evolution,optimization problem,155
differential evolution,particle swarm optimization,241
differential evolution,evolutionary algorithm,226
differential evolution,differential evolution algorithm,327
best practices,software development,175
concept lattice,concept lattices,171
concept lattice,formal concept analysis,257
concept lattices,formal concept analysis,198
complete information,incomplete information,173
model predictive control,model predictive control mpc,503
model predictive control,optimal control,181
symbolic regression,genetic programming,227
access point,access points,297
service level agreement sla,cloud computing,155
false negative,false positive,261
prediction model,neural network,213
prediction model,machine learning,181
recurrent neural networks rnns,recurrent neural networks,151
control overhead,ad hoc,227
overlay networks,overlay network,381
benchmark functions,evolutionary algorithm,167
benchmark functions,particle swarm optimization,322
benchmark functions,differential evolution,231
benchmark functions,optimization algorithm,154
network lifetime,base station,329
network lifetime,data aggregation,177
benchmark data sets,machine learning,174
parkinsons disease,parkinsons disease pd,264
image annotation,automatic image annotation,202
organizational knowledge,knowledge management,176
power budget,power consumption,173
power allocation,total power,266
power allocation,resource allocation,706
power allocation,spectral efficiency,197
power allocation,power allocation algorithm,221
dynamic power,power consumption,261
background model,background subtraction,217
background model,moving objects,152
sensitive information,sensitive data,186
sensitive information,access control,197
computer scientists,computer science,274
sensitive data,access control,181
wind turbine,wind turbines,341
expression patterns,gene expression,227
gene regulatory networks,gene expression,287
intrusion detection systems ids,intrusion detection,185
reward function,reinforcement learning,161
wind energy,wind turbine,163
intuitionistic fuzzy sets,intuitionistic fuzzy,176
based clustering,clustering algorithm,186
gaussian mixture model gmm,gaussian mixture model,165
supervised machine learning,machine learning,199
transcription factor binding sites,binding sites,152
regulatory networks,gene expression,160
product lines,software product lines,181
product lines,product line,372
software product lines,product line,291
particle swarm,particle swarm optimization,282
tabu search ts,tabu search,173
machine translation mt,machine translation,192
premature convergence,genetic algorithm,173
neural network nn,neural network,508
transmission power,outage probability,162
transmission power,base station,247
transmission power,power consumption,230
transmission power,power control,479
transmission power,power allocation,262
transmission power,optimization problem,198
